master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_period_mean_round,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
33,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,１号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
34,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,２号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,３号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,４号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,５号,男性,M,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),SW,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
38,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,６号,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,下臥右側,屈葬(crouched burial),N,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
39,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,７号,子供で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,下臥右側,屈葬(crouched burial),WNW,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
40,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,１３号,男性,M,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),不明,N,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
41,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,１７号人骨１,子供で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
42,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",コタン温泉遺跡,コタン温泉遺跡,コタン温泉遺跡-3500,コタン温泉遺跡-3500,18,10,,１７号２,子供で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,不明,不明,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,北海道八雲町教育委員会１９９２
43,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",入江貝塚,入江貝塚,入江貝塚-3500,入江貝塚-3500,1,1,,９号人骨,遺存状態不良で不明,U,青年期(17-20),17,20,17,20,1,0.75,0.75,0,0,18.5,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),NNE,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,石鏃（石製話頭？）１,なし,,,,,,,,,,,,,,,,,鈴木 隆雄 - 三橋 公平 １９８４
44,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０１　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０３　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０４　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０５　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０６　出土人骨,遺存状態不良で不明,U,青年期(17-20),17,20,17,20,1,0.75,0.75,0,0,18.5,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,屈葬(crouched burial),N53W,単葬(single burial),単独葬(individual burial),土坑内(earthen pit),石柱（墓標？）類,土壙（無配石）,土坑墓(earthen grave),,,,全身,,,,,,,,,,,,,,,,,北海道教育委員会１９７９
49,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０８　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１０９　出土人骨,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＫＸ－１、Ｐ－１１０　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０１　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０３　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０４　出土人骨－１,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０４　出土人骨－２,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０５　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０７　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１０９　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１１１　出土人骨,男性,M,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),伸展葬(extended burial),N29W,単葬(single burial),単独葬(individual burial),土坑内(earthen pit),石柱（墓標？）類,土壙（無配石）,土坑墓(earthen grave),,,漆器１,全身,,,,,,,,,,,,,,,,,北海道教育委員会１９７９
60,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１１２　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１１３　出土人骨－１,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１１３　出土人骨－２,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"2: 北海道西部・東北地方北部 - West Hokkaido,Northern Tohoku: 青森・秋田・岩手  : Aomori, Akita, Iwate",2,"West Hokkaido,Northern Tohoku","Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",美沢１遺跡,美沢１遺跡,美沢１遺跡-3500,美沢１遺跡-3500,46,46,,ＪＸ－３、Ｐ－１１７　出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第二地域（南北海道～北東北）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
