PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH147-1025-1-1012,P147-1025-1,P12,,P12,,,,0.46,1.65,0.21,0.1272727273,uk,#VALUE!,p,123,Sloped ground affecting posthole depths.
PH147-1025-1-1014,P147-1025-1,P14,,P14,,,,0.66,1.65,0.23,0.1393939394,uk,#VALUE!,p,123,Sloped ground affecting posthole depths.
PH147-1025-1-1015,P147-1025-1,P15,,P15,,,,0.65,1.65,0.2,0.1212121212,uk,#VALUE!,p,123,Sloped ground affecting posthole depths. P15 and P16 considered same pit. Most interior pit measured for P15.
PH147-1025-1-1016,P147-1025-1,P16,,P16,,,,0.61,1.65,0.35,0.2121212121,uk,#VALUE!,p,123,Sloped ground affecting posthole depths. P15 and P16 considered same pit. Interior pit intersected by P15 measured for diameter of P16
PH147-1025-1-1017,P147-1025-1,P17,,P17,,,,0.75,1.65,0.46,0.2787878788,uk,#VALUE!,p,123,Sloped ground affecting posthole depths.
PH147-1026-3-1001,P147-1026-3,P1,,P1,,,,0.67,1.65,0.38,0.2303030303,uk,#VALUE!,p,123,Sloped ground affecting posthole depths.
PH147-1026-3-1002,P147-1026-3,P2,,P2,,,,0.54,1.65,0.35,0.2121212121,uk,#VALUE!,p,123,Sloped ground affecting posthole depths.
PH147-1026-3-1003,P147-1026-3,P3,,P3,,,,0.41,1.65,0.37,0.2242424242,uk,#VALUE!,p,123,Sloped ground affecting posthole depths. Multiple overlapping postholes. Most interior posthole measured.
PH147-1026-3-1004,P147-1026-3,P4,,P4,,,,0.63,1.65,0.54,0.3272727273,uk,#VALUE!,p,123,Sloped ground affecting posthole depths. 
PH147-1027-1-1001,P147-1027-1,P1,,P1,,,,0.44,1.65,0.4,0.2424242424,,0,p,129,
PH147-1027-1-1002,P147-1027-1,P2,,P2,,,,0.42,1.65,0.29,0.1757575758,,0,p,129,
PH147-1027-1-1003,P147-1027-1,P3,,P3,,,,0.55,1.65,0.22,0.1333333333,,0,p,129,
PH147-1027-1-1004,P147-1027-1,P4,,P4,,,,0.47,1.65,0.39,0.2363636364,,0,p,129,
PH147-1028-1-1001,P147-1028-1,P1,,P1,,,,0.46,1.65,0.26,0.1575757576,,0,p,136,
PH147-1028-1-1002,P147-1028-1,P2,,P2,,,,0.48,1.65,0.3,0.1818181818,,0,p,136,
PH147-1028-1-1003,P147-1028-1,P3,,P3,,,,0.46,1.65,0.28,0.1696969697,,0,p,136,
PH147-1028-1-1004,P147-1028-1,P4,,P4,,,,0.31,1.65,0.23,0.1393939394,,0,p,136,P4 depth determined from estimated floor height
PH147-1028-2-1001,P147-1028-2,P1,,P1,,,,0.46,1.65,0.26,0.1575757576,,0,p,136,
PH147-1028-2-1002,P147-1028-2,P2,,P2,,,,0.48,1.65,0.3,0.1818181818,,0,p,136,
PH147-1028-2-1005,P147-1028-2,P5,,P5,,,,0.6,1.65,0.47,0.2848484848,,0,p,136,
PH147-1028-2-1006,P147-1028-2,P6,,P6,,,,0.51,1.65,0.27,0.1636363636,,0,p,136,P6 depth determined from estimated floor height
PH147-1028-3-1007,P147-1028-3,P7,,P7,,,,0.5,1.65,0.22,0.1333333333,,0,p,136,
PH147-1028-3-1008,P147-1028-3,P8,,P8,,,,0.7,1.65,0.17,0.103030303,,0,p,136,P8 depth determined from estimated floor height
PH147-1028-3-1009,P147-1028-3,P9,,P9,,,,0.53,1.65,0.4,0.2424242424,,0,p,136,P9 depth determined from estimated floor height
PH147-1028-3-1010,P147-1028-3,P10,,P10,,,,0.68,1.65,0.59,0.3575757576,,0,p,136,
PH147-1028-3-1011,P147-1028-3,P11,,P11,,,,0.6,1.65,0.57,0.3454545455,,0,p,136,
PH147-1028-4-1010,P147-1028-4,P10,,P10,,,,0.68,1.65,0.59,0.3575757576,,0,p,136,
PH147-1028-4-1011,P147-1028-4,P11,,P11,,,,0.6,1.65,0.57,0.3454545455,,0,p,136,
PH147-1028-4-1012,P147-1028-4,P12,,P12,,,,0.48,1.65,0.5,0.303030303,,0,p,136,P12 depth determined from estimated floor height
PH147-1028-4-1013,P147-1028-4,P13,,P13,,,,0.59,1.65,0.44,0.2666666667,,0,p,136,P13 depth determined from estimated floor height
PH147-1028-4-1014,P147-1028-4,P14,,P14,,,,0.53,1.65,0.47,0.2848484848,,0,p,136,
PH147-1028-5-1010,P147-1028-5,P10,,P10,,,,0.68,1.65,0.59,0.3575757576,,0,p,136,
PH147-1028-5-1011,P147-1028-5,P11,,P11,,,,0.6,1.65,0.57,0.3454545455,,0,p,136,
PH147-1028-5-1014,P147-1028-5,P14,,P14,,,,0.53,1.65,0.47,0.2848484848,,0,p,136,
PH147-1028-5-1015,P147-1028-5,P15,,P15,,,,0.6,1.65,0.49,0.296969697,,0,p,136,P15 depth determined from estimated floor height
PH147-1028-5-1016,P147-1028-5,P16,,P16,,,,0.39,1.65,0.56,0.3393939394,,0,p,136,P16 depth determined from estimated floor height
PH147-1028-5-1017,P147-1028-5,P17,,P17,,,,0.52,1.65,0.38,0.2303030303,,0,p,136,
PH147-1029-1-1001,P147-1029-1,P1,,P1,,,,0.81,1.65,0.44,0.2666666667,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-1-1002,P147-1029-1,P2,,P2,,,,0.43,1.65,0.52,0.3151515152,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-1-1003,P147-1029-1,P3,,P3,,,,0.4,1.65,0.39,0.2363636364,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-1-1004,P147-1029-1,P4,,P4,,,,0.39,1.65,0.39,0.2363636364,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-2-1005,P147-1029-2,P5,,P5,,,,0.6,1.65,0.38,0.2303030303,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-2-1006,P147-1029-2,P6,,P6,,,,0.74,1.65,0.39,0.2363636364,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-2-1007,P147-1029-2,P7,,P7,,,,0.8,1.65,0.5,0.303030303,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-2-1009,P147-1029-2,P9,,P9,,,,0.59,1.65,0.48,0.2909090909,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1029-2-1011,P147-1029-2,P11,,P11,,,,0.49,1.65,0.41,0.2484848485,uk,#VALUE!,p,145,Sloped ground affecting posthole depths. P8 depth of .35m and P10 depth of .36m weren't attributed as main pillars or assigned to a particular building phase.
PH147-1030-1-1001,P147-1030-1,P1,,P1,,,,0.96,1.65,0.64,0.3878787879,,0,p,151,
PH147-1030-1-1002,P147-1030-1,P2,,P2,,,,0.85,1.65,0.65,0.3939393939,,0,p,151,
PH147-1030-1-1003,P147-1030-1,P3,,P3,,,,0.82,1.65,0.6,0.3636363636,,0,p,151,
PH147-1030-1-1004,P147-1030-1,P4,,P4,,,,0.83,1.65,0.66,0.4,,0,p,151,
PH147-1030-1-1005,P147-1030-1,P5,,P5,,,,0.86,1.65,0.58,0.3515151515,,0,p,151,
PH147-1039-1-1008,P147-1039-1,P8,,P8,,,,0.34,1.65,0.45,0.2727272727,,0,p,151,
PH147-1039-1-1009,P147-1039-1,P9,,P9,,,,0.41,1.65,0.29,0.1757575758,,0,p,151,
PH147-1039-1-1010,P147-1039-1,P10,,P10,,,,0.44,1.65,0.25,0.1515151515,,0,p,151,
PH147-1039-1-1011,P147-1039-1,P11,,P11,,,,0.44,1.65,0.48,0.2909090909,,0,p,151,
PH147-1039-2-1008,P147-1039-2,P8,,P8,,,,0.34,1.65,0.45,0.2727272727,,0,p,151,
PH147-1039-2-1011,P147-1039-2,P11,,P11,,,,0.44,1.65,0.48,0.2909090909,,0,p,151,
PH147-1039-2-1012,P147-1039-2,P12,,P12,,,,0.37,1.65,0.42,0.2545454545,,0,p,151,
PH147-1039-2-1013,P147-1039-2,P13,,P13,,,,0.39,1.65,0.43,0.2606060606,,0,p,151,
PH147-1039-2-1014,P147-1039-2,P14,,P14,,,,0.42,1.65,0.45,0.2727272727,,0,p,151,
PH147-1031-1-1001,P147-1031-1,P1,,P1,,,,0.56,1.64,0.3,0.1829268293,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-1-1002,P147-1031-1,P2,,P2,,,,0.52,1.64,0.34,0.2073170732,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-1-1003,P147-1031-1,P3,,P3,,,,0.6,1.64,0.26,0.1585365854,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-1-1004,P147-1031-1,P4,,P4,,,,0.56,1.64,0.32,0.1951219512,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-2-1005,P147-1031-2,P5,,P5,,,,0.75,1.64,0.3,0.1829268293,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-2-1006,P147-1031-2,P6,,P6,,,,0.77,1.64,0.38,0.2317073171,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-2-1007,P147-1031-2,P7,,P7,,,,0.52,1.64,0.19,0.1158536585,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-2-1008,P147-1031-2,P8,,P8,,,,0.64,1.64,0.34,0.2073170732,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1031-2-1009,P147-1031-2,P9,,P9,,,,0.76,1.64,0.43,0.262195122,uk,#VALUE!,p,164,"Sloped ground affecting posthole depths. P10 depth .2m, P11 depth .29m, and P16 depth .16m determined as secondary pillars. P12 depth .16m, P14 depth .38m, P15 depth .5m, P18 depth .34m, P19 depth .13m, and P20 depth .25m related to entryway. None of these specifically attributed to initial structure or rebuild however. "
PH147-1032-1-1006,P147-1032-1,P6,,P6,,,,0.82,1.64,0.42,0.256097561,,0,p,171,
PH147-1032-1-1007,P147-1032-1,P7,,P7,,,,0.74,1.64,0.37,0.2256097561,,0,p,171,
PH147-1032-1-1008,P147-1032-1,P8,,P8,,,,0.6,1.64,0.45,0.2743902439,,0,p,171,Unknown if P8 or P9 was the main pillar for P147-1032-1.
PH147-1032-1-1009,P147-1032-1,P9,,P9,,,,0.68,1.64,0.36,0.2195121951,,0,p,171,Unknown if P8 or P9 was the main pillar for P147-1032-1.
PH147-1032-1-1010,P147-1032-1,P10,,P10,,,,0.82,1.64,0.47,0.2865853659,,0,p,171,
PH147-1050-1-1001,P147-1050-1,P1,,P1,,,,0.78,1.64,0.41,0.25,,0,p,171,"Multiple overlapping postholes, most interior posthole measured"
PH147-1050-1-1002,P147-1050-1,P2,,P2,,,,0.66,1.64,0.35,0.2134146341,,0,p,171,
PH147-1050-1-1003,P147-1050-1,P3,,P3,,,,0.88,1.64,0.38,0.2317073171,,0,p,171,"P3 depth determined from estimated floor height. Multiple overlapping postholes, most interior posthole measured."
PH147-1050-1-1004,P147-1050-1,P4,,P4,,,,0.52,1.64,0.35,0.2134146341,,0,p,171,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1050-1-1005,P147-1050-1,P5,,P5,,,,0.81,1.64,0.35,0.2134146341,,0,p,171,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-1-1002,P147-1033-1,P2,,P2,,,,0.8,1.64,0.38,0.2317073171,,0,p,176,"Multiple overlapping postholes, more interior posthole measured. Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to"
PH147-1033-1-1003,P147-1033-1,P3,,P3,,,,0.78,1.64,0.43,0.262195122,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-1-1004,P147-1033-1,P4,,P4,,,,0.8,1.64,0.44,0.2682926829,,0,p,176,"Part of posthole obscured, measured using diameter available. Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to"
PH147-1033-1-1005,P147-1033-1,P5,,P5,,,,0.72,1.64,0.37,0.2256097561,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-2-1001,P147-1033-2,P1,,P1,,,,0.52,1.64,0.43,0.262195122,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-2-1007,P147-1033-2,P7,,P7,,,,0.5,1.64,0.29,0.1768292683,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-2-1008,P147-1033-2,P8,,P8,,,,0.52,1.64,0.32,0.1951219512,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-2-1009,P147-1033-2,P9,,P9,,,,0.62,1.64,0.41,0.25,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1033-2-1010,P147-1033-2,P10,,P10,,,,0.62,1.64,0.34,0.2073170732,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-1-1013,P147-1049-1,P13,,P13,,,,0.12,1.64,0.4,0.243902439,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-1-1015,P147-1049-1,P15,,P15,,,,0.14,1.64,0.27,0.1646341463,,0,p,176,"Posthole cut by wall, diameter was measured from available angle. Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to"
PH147-1049-1-1016,P147-1049-1,P16,,P16,,,,0.24,1.64,0.24,0.1463414634,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-1-1019,P147-1049-1,P19,,P19,,,,0.14,1.64,0.32,0.1951219512,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-2-1011,P147-1049-2,P11,,P11,,,,0.22,1.64,0.39,0.237804878,,0,p,176,"Posthole cut into by P10, diameter measured from available angle. Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to"
PH147-1049-2-1012,P147-1049-2,P12,,P12,,,,0.28,1.64,0.23,0.1402439024,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-2-1013,P147-1049-2,P13,,P13,,,,0.12,1.64,0.4,0.243902439,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1049-2-1020,P147-1049-2,P20,,P20,,,,0.24,1.64,0.39,0.237804878,,0,p,176,"Multiple overlapping postholes, innermost posthole only measured 0.1, so the posthole exterior to that measured. Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to"
PH147-1049-2-1037,P147-1049-2,P37,,P37,,,,0.22,1.64,0.2,0.1219512195,,0,p,176,Numerous additional postholes present but unable to determine which pithouse or phase they should be attributed to
PH147-1034-1-1001,P147-1034-1,P1,,P1,,,,0.73,1.64,0.5,0.3048780488,,0,p,185,"P9 depth .65m a possible supporting pillar, but unclear if part of original or rebuild. "
PH147-1034-1-1002,P147-1034-1,P2,,P2,,,,0.73,1.64,0.44,0.2682926829,,0,p,185,"Multiple overlapping postholes, innermost posthole measured. "
PH147-1034-1-1003,P147-1034-1,P3,,P3,,,,0.88,1.64,0.58,0.3536585366,,0,p,185,
PH147-1034-1-1004,P147-1034-1,P4,,P4,,,,0.8,1.64,0.51,0.3109756098,,0,p,185,"P4, P5, and P6 depth determined from estimated floor height"
PH147-1034-2-1001,P147-1034-2,P1,,P1,,,,0.73,1.64,0.5,0.3048780488,,0,p,185,
PH147-1034-2-1002,P147-1034-2,P2,,P2,,,,0.73,1.64,0.44,0.2682926829,,0,p,185,
PH147-1034-2-1003,P147-1034-2,P3,,P3,,,,0.88,1.64,0.58,0.3536585366,,0,p,185,
PH147-1034-2-1005,P147-1034-2,P5,,P5,,,,0.78,1.64,0.34,0.2073170732,,0,p,185,"P4, P5, and P6 depth determined from estimated floor height"
PH147-1034-2-1006,P147-1034-2,P6,,P6,,,,0.76,1.64,0.39,0.237804878,,0,p,185,"P4, P5, and P6 depth determined from estimated floor height"
PH147-1035-1-1001,P147-1035-1,P1,,P1,,,,0.86,1.63,0.33,0.2024539877,,0,p,193,
PH147-1035-1-1002,P147-1035-1,P2,,P2,,,,0.98,1.63,0.22,0.1349693252,,0,p,193,
PH147-1035-1-1003,P147-1035-1,P3,,P3,,,,0.74,1.63,0.38,0.2331288344,,0,p,193,
PH147-1035-1-1004,P147-1035-1,P4,,P4,,,,0.76,1.63,0.24,0.1472392638,,0,p,193,
PH147-1036-1-1001,P147-1036-1,P1,,P1,,,,0.68,1.63,0.2,0.1226993865,,0,p,199,P1 and P4 depth determined from estimated floor height
PH147-1036-1-1002,P147-1036-1,P2,,P2,,,,0.58,1.63,0.24,0.1472392638,,0,p,199,
PH147-1036-1-1003,P147-1036-1,P3,,P3,,,,0.68,1.63,0.22,0.1349693252,,0,p,199,
PH147-1036-1-1004,P147-1036-1,P4,,P4,,,,0.7,1.63,0.26,0.1595092025,,0,p,199,P1 and P4 depth determined from estimated floor height
PH147-1037-1-1001,P147-1037-1,P1,,P1,,,,0.48,1.63,0.6,0.3680981595,,0,p,205,"P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Due to regular arrangement, treated as primary pillars. Diameter of P5 significantly smaller than others."
PH147-1037-1-1002,P147-1037-1,P2,,P2,,,,0.58,1.63,0.56,0.3435582822,,0,p,205,"P2, P3, P4, P5, and P6 depth determined from estimated floor height. P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Diameter of P5 significantly smaller than others."
PH147-1037-1-1003,P147-1037-1,P3,,P3,,,,0.6,1.63,0.38,0.2331288344,,0,p,205,"P2, P3, P4, P5, and P6 depth determined from estimated floor height. P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Diameter of P5 significantly smaller than others."
PH147-1037-1-1004,P147-1037-1,P4,,P4,,,,0.54,1.63,0.37,0.226993865,,0,p,205,"P2, P3, P4, P5, and P6 depth determined from estimated floor height. P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Diameter of P5 significantly smaller than others."
PH147-1037-1-1005,P147-1037-1,P5,,P5,,,,0.68,1.63,0.2,0.1226993865,,0,p,205,"P2, P3, P4, P5, and P6 depth determined from estimated floor height. P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Diameter of P5 significantly smaller than others."
PH147-1037-1-1006,P147-1037-1,P6,,P6,,,,0.62,1.63,0.51,0.3128834356,,0,p,205,"P2, P3, P4, P5, and P6 depth determined from estimated floor height. P147-1037-1 has 6 postholes placed equidistantly apart. Site highly eroded. Report doesn't specify which pillars might be main or guess at the pillar arrangement. Diameter of P5 significantly smaller than others."
PH147-1038-1-1001,P147-1038-1,P1,,P1,,,,0.6,1.64,0.34,0.2073170732,,0,p,206,
PH147-1038-1-1002,P147-1038-1,P2,,P2,,,,0.64,1.64,0.36,0.2195121951,,0,p,206,P2 and P3 depth determined from estimated floor height
PH147-1038-1-1003,P147-1038-1,P3,,P3,,,,0.72,1.64,0.5,0.3048780488,,0,p,206,P2 and P3 depth determined from estimated floor height
PH147-1038-1-1004,P147-1038-1,P4,,P4,,,,0.56,1.64,0.44,0.2682926829,,0,p,206,
PH147-1040-1-1001,P147-1040-1,P1,,P1,,,,0.68,1.68,0.27,0.1607142857,uk,#VALUE!,p,214,Sloped ground affecting posthole depths.
