PithouseID,OriginalID,SiteID,PitNum,BuildNum,Length,Width,RecFloor,ShapeFormula,Shape,PillarPosition,PillarConfig,Rebuild,PubPeriod,PhaseStart,PhaseEnd,PhaseStartRom,PhaseEndRom,TotalPhaseRom,NumPhaseStart,NumPhaseEnd,NumPhaseMed,topo_after1,topo_after2,topo_after3,topo_after4,topo_after5,topo_after6,topo_after7,topo_after8,topo_after9,topo_after10,topo_after11,topo_after12,topo_after13,Reference,PostDataUsed,Notes,TopologyNotes
P147-1049-1,J49号住居跡,S147,1049,1,4.9,4.5,,oval,推定楕円形,MainWall,4,1,勝坂最終末~加曽利E1式前か加曽利E1式前,勝坂式終末,加曽利E1式,Katsuzuka End,Kasori E1,Katsuzuka End~Kasori E1,-5030,-4860,-4945,,,,,,,,,,,,,,8,yes,"Dimensions of J49号住居跡 are estimated. Original period attribution for J49号住居跡 was given as ""勝坂式最終末~加曽利El式期か、加曽利El式期"". The broader range was used in the table. J33号住居跡 built over J49号住居跡, making J33号住居跡 newer. Appears both J33号住居跡 and J49号住居跡 were rebuilt, possibly more than once, but two clear stages could be seen for both pithouses.",P147-1049-1 and P147-1049-2 were built prior to P147-1033-1 and rebuild P147-1033-2 
P147-1049-2,J49号住居跡,S147,1049,2,4.9,4.5,,oval,推定楕円形,MainWall,5,2,勝坂最終末~加曽利E1式前か加曽利E1式前,勝坂式終末,加曽利E1式,Katsuzuka End,Kasori E1,Katsuzuka End~Kasori E1,-5030,-4860,-4945,P147-1049-1,,,,,,,,,,,,,8,yes,"Dimensions of J49号住居跡 are estimated. Original period attribution for J49号住居跡 was given as ""勝坂式最終末~加曽利El式期か、加曽利El式期"". The broader range was used in the table. J33号住居跡 built over J49号住居跡, making J33号住居跡 newer. Appears both J33号住居跡 and J49号住居跡 were rebuilt, possibly more than once, but two clear stages could be seen for both pithouses.",P147-1049-1 and P147-1049-2 were built prior to P147-1033-1 and rebuild P147-1033-2 
P147-1034-1,J34号住居跡,S147,1034,1,5.02,4.62,17.64,oval,丸味のある五角形,Main,4,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,8,yes,Trench marks and felled trees from cultivation obscure the dwelling but the dwelling size can still be roughly estimated,
P147-1034-2,J34号住居跡,S147,1034,2,5.88,5.29,25.34,oval,丸味のある五角形,Main,5,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P147-1034-1,,,,,,,,,,,,,8,yes,Trench marks and felled trees from cultivation obscure the dwelling but the dwelling size can still be roughly estimated,
P147-1035-1,J35号住居跡,S147,1035,1,4.88,4.38,17.41,oval,丸味のある隅丸長方形,Main,4,n,加曽利E2式後半~加曽利E3式前半,加曽利E2式後半,加曽利E3式前半,Kasori E2 Late,Kasori E3 Early,Kasori E2 Late~Kasori E3 Early,-4770,-4635,-4702.5,,,,,,,,,,,,,,8,yes,Well preserved,
P147-1036-1,J36号住居跡,S147,1036,1,4.14,3.32,11.39,oval,長楕円形,Main,4,n,勝坂式終末~加曽利E1式前半,勝坂式終末,加曽利E1式前半,Katsuzuka End,Kasori E1 Early,Katsuzuka End~Kasori E1 Early,-5030,-4905,-4967.5,,,,,,,,,,,,,,8,yes,East side on slope causing eastern walls and floor to erode somewhat,
P147-1037-1,J37号住居跡,S147,1037,1,5.38,5.34,23.63,oval,推定円形,Main,uk,n,勝坂式終末~加曽利E1式前半,勝坂式終末,加曽利E1式前半,Katsuzuka End,Kasori E1 Early,Katsuzuka End~Kasori E1 Early,-5030,-4905,-4967.5,,,,,,,,,,,,,,8,yes,"Extremely bad preservation due to cultivation and felled trees. Only partial remains of wall and floor on north saide remain. J20号住居跡 and J22号住居跡 overlap J37号住居跡, making J37号住居跡 older.","P147-020-1 and subsequent rebuilds cut into P147-037-1 making P147-037-1 older, P147-1022-1 cuts into P147-037-1 making P147-037-1 older"
P147-1038-1,J38号住居跡,S147,1038,1,4.02,3.54,11.55,oval,推定楕円形,Main,4,n,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,8,yes,"Definite mistake on floor space. Not possible to be 1.55m. Probably 11.55? Located on slope, south side very eroded but good preservation on north side.",
P147-1040-1,J40号住居跡,S147,1040,1,3.65,3.45,9.71,oval,楕円形,Main,4,n,勝坂式終末~加曽利E1式前半,勝坂式終末,加曽利E1式前半,Katsuzuka End,Kasori E1 Early,Katsuzuka End~Kasori E1 Early,-5030,-4905,-4967.5,,,,,,,,,,,,,,8,diameter,Located on slope. Western side eroded but size and shape can still be determined.,
P147-1041-1,J41号住居跡,S147,1041,1,5.32,4.87,20.64,oval,推定丸みを帯びる五角形,Main,5,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,8,yes,"Poor preservation due to bamboo. Wall and floor remains limited to north side. Date unable to clearly be determined by pottery type, so determined based on hearth style. Most likely included one rebuild, but unable to determine further details due to poor preservation",
P147-1042-1,J42号住居跡,S147,1042,1,5.7,5.18,21.44,oval,推定楕円形,MainWall,5,2,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,,,,,,,,,,,,,,8,diameter,Located on a slope. SW corner eroded.,
P147-1042-2,J42号住居跡,S147,1042,2,5.7,5.18,21.44,oval,推定楕円形,MainWall,5,2,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,P147-1042-1,,,,,,,,,,,,,8,diameter,Located on a slope. SW corner eroded.,
P147-1043-1,J43号住居跡,S147,1043,1,5.61,4.96,23.8,oval,丸みのある隅丸長方形,MainWall,4,3,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,8,yes,,
P147-1043-2,J43号住居跡,S147,1043,2,5.61,4.96,23.8,oval,丸みのある隅丸長方形,MainWall,4,3,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,P147-1043-1,,,,,,,,,,,,,8,yes,,
P147-1043-3,J43号住居跡,S147,1043,3,5.61,4.96,23.8,oval,丸みのある隅丸長方形,MainWall,4,3,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,P147-1043-1,P147-1043-2,,,,,,,,,,,,8,yes,,
P147-1044-1,J44号住居跡,S147,1044,1,4.24,4.23,15.81,oval,円形,Main,4,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,,,,,,,,,,,,,,8,diameter,"Entire pithouse wall groove on original build is missing but size is estimated based on postholes. First rebuild has some walls present, so size is based on postholes and partial walls. Dated from 加曽利E1式後半 to 加曽利E2式前半. The final building possibly lasted until 加曽利E2式後半, so the range is extended on P147-1044-3 to include that possibility.",
P147-1044-2,J44号住居跡,S147,1044,2,5.24,4.74,20.57,oval,楕円形,Main,5,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,P147-1044-1,,,,,,,,,,,,,8,diameter,"Entire pithouse wall groove on original build is missing but size is estimated based on postholes. First rebuild has some walls present, so size is based on postholes and partial walls. Dated from 加曽利E1式後半 to 加曽利E2式前半. The final building possibly lasted until 加曽利E2式後半, so the range is extended on P147-1044-3 to include that possibility.",
P147-1044-3,J44号住居跡,S147,1044,3,5.69,5.32,24,oval,楕円形,Main,5,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式後半,Kasori E1 Late,Kasori E2 Late,Kasori E1 Late~Kasori E2 Late,-4905,-4730,-4817.5,P147-1044-1,P147-1044-2,,,,,,,,,,,,8,diameter,"Entire pithouse wall groove on original build is missing but size is estimated based on postholes. First rebuild has some walls present, so size is based on postholes and partial walls. Dated from 加曽利E1式後半 to 加曽利E2式前半. The final building possibly lasted until 加曽利E2式後半, so the range is extended on P147-1044-3 to include that possibility.",
P147-1045-1,J45号住居跡,S147,1045,1,uk,uk,,uk,不整楕円形,Main,4,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,,,,,,,,,,,,,,8,diameter,"Drawings show that J47号住居跡 cuts into J45号住居跡 making J45号住居跡 older. The description states that J45号住居跡 is newer, which seems to be a mistake. Shapes listed for initial and final builds, but not for first rebuild.",P147-1045-1 and subsequent rebuilds are cut into by P147-1047-1 making them older 
P147-1045-2,J45号住居跡,S147,1045,2,5.3,4.42,17.11,oval,楕円形?,Main,5,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,P147-1045-1,,,,,,,,,,,,,8,diameter,"Drawings show that J47号住居跡 cuts into J45号住居跡 making J45号住居跡 older. The description states that J45号住居跡 is newer, which seems to be a mistake. Shapes listed for initial and final builds, but not for first rebuild.",P147-1045-1 and subsequent rebuilds are cut into by P147-1047-1 making them older 
P147-1045-3,J45号住居跡,S147,1045,3,5.6,5,21.42,oval,楕円形,MainWall,6,3,加曽利E1式後半~加曽利E2式前半,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,P147-1045-1,P147-1045-2,,,,,,,,,,,,8,diameter,"Drawings show that J47号住居跡 cuts into J45号住居跡 making J45号住居跡 older. The description states that J45号住居跡 is newer, which seems to be a mistake. Shapes listed for initial and final builds, but not for first rebuild.",P147-1045-1 and subsequent rebuilds are cut into by P147-1047-1 making them older 
P147-1046-1,J46号住居跡,S147,1046,1,4.7,3.92,12.06,oval,隅丸方形,Main,4,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P147-1047-1,,,,,,,,,,,,,8,yes,NE portion of J46号住居跡 cuts into approximately half of J47号住居跡 making J46号住居跡 newer. ,P147-1046-1 and rebuild P147-1046-2 cut into P147-1047-1 making them newer.
P147-1046-2,J46号住居跡,S147,1046,2,4.52,4.5,17.9,oval,隅丸方形,MainWall,4,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P147-1046-1,P147-1047-1,,,,,,,,,,,,8,yes,NE portion of J46号住居跡 cuts into approximately half of J47号住居跡 making J46号住居跡 newer. ,P147-1046-1 and rebuild P147-1046-2 cut into P147-1047-1 making them newer.
P147-1047-1,J47号住居跡,S147,1047,1,5.38,4.7,21.84,oval,推定楕円形,Main,4-5?,1,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,8,yes,"Preservation of J47号住居跡 not very good as J46号住居跡 overlaps the SW corner. J46号住居跡 cuts into J47号住居跡 making J47号住居跡 older. J47号住居跡 cuts into J45号住居跡 making J47号住居跡 newer. The width and overall area of J47号住居跡 is estimated as a result. Pillar configuration of J47号住居跡 not specifically stated, but the 3 main pillars identified P17, P18, and P19 make it appear to be either a 4 or 5 pillar pithouse.  ",P147-1047-1 is cut into by P147-1046-1 and rebuild P147-1046-2 making P147-1047-1 older
P148-1001-2,1A号住居,S148,1001,2,4.5,4,15.9,oval,不整五角形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1001-1,,,,,,,,,,,,,9,yes,"Two building phases present, with phase B appearing older than phase A. Phase A thought to be a 5 post structure that cuts into B on the north side. Main posts are located in the walls. Width and area measurements appear to be estimates.",P148-1001-1 rebuilt once.
P148-1001-1,1B号住居,S148,1001,1,2.9,uk,uk,oval,長方形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"Two building phases present, with phase B appearing older than phase A. Phase B is cut into by A on the south side. No main posts identified. Width and area measurements appears to measure the excavated area and not the estimated size at time of construction, so the data is omitted.",P148-1001-1 rebuilt once.
P148-1002-1,2号住居,S148,1002,1,4.5,4.1,13.5,oval,不整円形,MainWall,uk,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Western and southern portions highly eroded. Few pits found in those areas. Main postholes not identified. Pithouse width and area measurements appear to be estimates.,
P148-1003-1,3号住居,S148,1003,1,3.7,3,10,oval,長方形,uk,uk,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Western wall eroded from the slope. Only one possible posthole found in NW corner. Area measurement appears to be an estimate.,
P148-1004-1,4号住居,S148,1004,1,5.4,5.2,19.4,oval,隅丸方形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,yes,Main postholes located inside of walls. ,P148-1004-1 rebuilt once.
P148-1004-2,4号住居,S148,1004,2,5.7,5.2,21.2,oval,隅丸方形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1004-1,,,,,,,,,,,,,9,yes,Main postholes located inside of walls. ,P148-1004-1 rebuilt once.
P148-1005-1,5号住居,S148,1005,1,4.3,3.4,10.3,oval,不整円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Missing western and northern portions of walls. No inner postholes found. Main postholes in walls not identified. Length and area measurements appear to be estimates.,P148-1005-1 rebuilt once.
P148-1005-2,5号住居,S148,1005,2,4.3,3.4,10.3,oval,不整円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1005-1,,,,,,,,,,,,,9,no,Missing western and northern portions of walls. No inner postholes found. Main postholes in walls not identified. Length and area measurements appear to be estimates.,P148-1005-1 rebuilt once.
P148-1008-1,8号住居,S148,1008,1,uk,uk,uk,uk,不明,Wall,circ,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"Dwelling remains highly disturbed. Possible main posts identified by depth and general location, but as the structure of the dwelling is unclear, reporter indicates it is uncretain if they are actual main posts.",
P148-1009-1,9号住居,S148,1009,1,5.1,4.4,16.7,oval,楕円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"Report indicates 5 main posts, but doesn't indicate which phase they belng too. Somewhat unclear if the main posts are part of a wallpost configuration. The larger phase doesn't appear to have main posts in the wall area, indicating a different construction type.",P148-1009-1 rebuilt once.
P148-1009-2,9号住居,S148,1009,2,5.1,4.4,16.7,oval,楕円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1009-1,,,,,,,,,,,,,9,no,"Report indicates 5 main posts, but doesn't indicate which phase they belng too. Somewhat unclear if the main posts are part of a wallpost configuration. The larger phase doesn't appear to have main posts in the wall area, indicating a different construction type.",P148-1009-1 rebuilt once.
P148-1011-1,11号住居,S148,1011,1,5.8,5.2,21.8,oval,隅丸方形,Wall,circ,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"P148-1011-1 overlaps with P148-1012-1, but topological relationship is unknown. Only 3 posts identified in the wall section. All but the NE section of wall is gone. Size and area measurements appear to be estimates.",
P148-1012-1,12号住居,S148,1012,1,4.3,4.2,16.4,oval,不整方形,Main,circ,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,diameter,"P148-1011-1 overlaps with P148-1012-1, but topological relationship is unknown. NE half of wall missing. Lenght, width, and area measurements appear to be estimates. Posts are inset from the walls. Posts along the NE do not have depth measurements, so depth data is omitted.",
P148-1013-1,13号住居,S148,1013,1,5.8,5.2,18.3,oval,楕円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"Two phases rebuilt in the same general area. Main postholes appear to be located within the walls, but it is difficult to determine which posts should be applied to which phases. Width and area measurements appear to be estimates.",P148-1013-1 rebuilt one time.
P148-1013-2,13号住居,S148,1013,2,5.8,5.2,18.3,oval,楕円形,Wall,circ,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1013-1,,,,,,,,,,,,,9,no,"Two phases rebuilt in the same general area. Main postholes appear to be located within the walls, but it is difficult to determine which posts should be applied to which phases. Width and area measurements appear to be estimates.",P148-1013-1 rebuilt one time.
P148-1014-1,14号住居,S148,1014,1,2.3,2.2,12.1,oval,円形,Wall,circ,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Only hearth and NE portion of dwelling remains. No main postholes identified. Size and area measurements appear to be estimates.,
P148-1015-1,15A号住居,S148,1015,1,7.3,6.85,29,oval,円形,MainWall,5,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"P148-1015-1, or phase A is larger than the next phase B, which resides fully inside the are of phase A. Report indicates a possible 3rd phase, but no additional information on that phase. Main postholes are hard to differentiate and floor is uneven making the confirmation of posthole depth difficult. Posthole data omitted from analysis.",P148-1015-1 rebuilt at least once.
P148-1015-2,15B号住居,S148,1015,2,4.7,4,12.6,oval,円形,MainWall,4,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1015-1,,,,,,,,,,,,,9,no,"P148-1015-1, or phase A is larger than the next phase B, which resides fully inside the are of phase A. Report indicates a possible 3rd phase, but no additional information on that phase. Main postholes are hard to differentiate and floor is uneven making the confirmation of posthole depth difficult. Posthole data omitted from analysis.",P148-1015-1 rebuilt at least once.
P148-1016-1,16号住居,S148,1016,1,uk,uk,uk,uk,uk,uk,uk,uk,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Only identified through hearth. No other data available. ,
P148-1017-1,17号住居,S148,1017,1,uk,uk,uk,uk,uk,uk,uk,uk,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,Only identified through hearth and one posthole. No other data available. ,
P148-1018-1,18号住居,S148,1018,1,4.2,4.2,12.2,oval,隅丸方形,MainWall,4,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,9,no,"Some confusion as to what postholes should be assigned to which phases, so posthole data is omitted.",P148-1018-1 rebuilt at least once.
P148-1018-2,18号住居,S148,1018,2,4.2,4.2,12.2,oval,隅丸方形,MainWall,4,2,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,P148-1018-1,,,,,,,,,,,,,9,no,"Some confusion as to what postholes should be assigned to which phases, so posthole data is omitted.",P148-1018-1 rebuilt at least once.
